opportunity_id,account_name,segment,region,product,lead_source,owner,created_date,close_date,stage,amount,sales_cycle_days,close_date_pushed,loss_reason,lost_at_stage,is_won,is_closed
OPP-101677,Ironclad Retail Group,Enterprise,AMER,Analytics Add-on,Customer Expansion,Sofia Moreau,2025-10-18,2026-06-07,Closed Won,134000.0,232,False,,,True,True
OPP-103226,Atlas Retail Group,SMB,AMER,Security Suite,Partner Referral,Zara Ito,2025-10-18,2025-12-20,Closed Won,9500.0,63,False,,,True,True
OPP-100682,Horizon Insurance,SMB,EMEA,Platform Core,Partner Referral,Maya Novak,2025-10-18,2025-11-12,Closed Won,7500.0,25,False,,,True,True
OPP-105332,Blue Harbor Retail Group,SMB,AMER,Platform Core,Inbound - Website,Derek Wolf,2025-10-18,2025-12-18,Closed Lost,10000.0,61,False,Price,Proposal,False,True
OPP-105112,Northwind Logistics,SMB,EMEA,Analytics Add-on,Outbound - SDR,Maya Novak,2025-10-18,2025-11-22,Closed Lost,15000.0,35,False,Timing / Budget Cycle,Prospecting,False,True
OPP-102717,Pacific Technologies,Mid-Market,EMEA,Analytics Add-on,Outbound - SDR,Jonas Keller,2025-10-18,2025-12-10,Closed Lost,62000.0,53,False,Missing Features,Negotiation,False,True
OPP-102998,Vantage Energy,SMB,APAC,Platform Core,Inbound - Website,Ethan Sharma,2025-10-19,2025-11-27,Closed Lost,16000.0,39,False,Chose Competitor,Qualification,False,True
OPP-101292,Granite Insurance,Mid-Market,EMEA,Platform Core,Outbound - SDR,Ava Larsen,2025-10-19,2025-12-12,Closed Lost,65000.0,54,False,Chose Competitor,Prospecting,False,True
OPP-100565,Sterling Technologies,SMB,EMEA,Security Suite,Inbound - Website,Ruth Okafor,2025-10-19,2025-11-12,Closed Lost,13500.0,24,False,Chose Competitor,Proposal,False,True
OPP-101729,Orion Health,Mid-Market,EMEA,Platform Core,Outbound - SDR,Maya Novak,2025-10-19,2026-02-20,Closed Won,45000.0,124,False,,,True,True
OPP-103265,Granite Consulting,Mid-Market,EMEA,Analytics Add-on,Inbound - Website,Ava Larsen,2025-10-19,2026-01-01,Closed Won,59500.0,74,False,,,True,True
OPP-104002,Atlas Robotics,SMB,EMEA,Security Suite,Inbound - Website,Kai Duarte,2025-10-19,2025-11-20,Closed Won,18500.0,32,False,,,True,True
OPP-103097,Meridian Media,Mid-Market,EMEA,Analytics Add-on,Event / Conference,Ruth Okafor,2025-10-19,2026-02-09,Closed Lost,26000.0,113,False,Chose Competitor,Prospecting,False,True
OPP-103913,Orion Technologies,Mid-Market,AMER,Analytics Add-on,Customer Expansion,Hana Alvarez,2025-10-20,2026-05-03,Closed Lost,119500.0,195,False,Chose Competitor,Prospecting,False,True
OPP-103687,Northwind Foods,SMB,EMEA,Security Suite,Event / Conference,Priya Kimura,2025-10-20,2025-11-09,Closed Won,12000.0,20,False,,,True,True
OPP-103809,Ironclad Manufacturing,SMB,AMER,Platform Core,Outbound - SDR,Sofia Moreau,2025-10-20,2025-11-19,Closed Won,25500.0,30,False,,,True,True
OPP-101466,Ironclad Consulting,SMB,APAC,API Enterprise,Outbound - SDR,Marco Silva,2025-10-20,2025-11-28,Closed Won,10000.0,39,False,,,True,True
OPP-103755,Lumen Manufacturing,SMB,AMER,Platform Core,Partner Referral,Derek Wolf,2025-10-20,2025-11-27,Closed Lost,18500.0,38,False,Price,Prospecting,False,True
OPP-101770,Nimbus Manufacturing,Enterprise,AMER,Analytics Add-on,Inbound - Website,Hana Alvarez,2025-10-20,2026-02-05,Closed Lost,96500.0,108,False,Price,Negotiation,False,True
OPP-104486,Solstice Media,Enterprise,AMER,Security Suite,Outbound - SDR,Derek Wolf,2025-10-20,2026-03-04,Closed Lost,144500.0,135,False,Price,Qualification,False,True
OPP-100666,Atlas Retail Group,Mid-Market,EMEA,Security Suite,Inbound - Website,Felix Lindqvist,2025-10-20,2025-12-12,Closed Won,18000.0,53,False,,,True,True
OPP-101925,Quantum Manufacturing,SMB,AMER,Analytics Add-on,Inbound - Website,Noah Bianchi,2025-10-21,2025-11-21,Closed Lost,18500.0,31,False,Price,Prospecting,False,True
OPP-100625,Summit Manufacturing,SMB,AMER,Platform Core,Outbound - SDR,Derek Wolf,2025-10-21,2025-12-04,Closed Won,20000.0,44,False,,,True,True
OPP-100228,Redwood Logistics,Mid-Market,EMEA,Platform Core,Event / Conference,Jonas Keller,2025-10-21,2026-02-22,Closed Won,33500.0,124,False,,,True,True
OPP-102569,Summit Foods,SMB,AMER,Platform Core,Inbound - Website,Hana Alvarez,2025-10-21,2025-12-06,Closed Won,9000.0,46,False,,,True,True
OPP-104542,Blue Harbor Foods,Mid-Market,APAC,Security Suite,Inbound - Website,Ethan Sharma,2025-10-21,2026-02-10,Closed Won,45000.0,112,False,,,True,True
OPP-104617,Solstice Technologies,SMB,AMER,Platform Core,Customer Expansion,Zara Ito,2025-10-21,2025-12-21,Closed Won,15000.0,61,False,,,True,True
OPP-103923,Cascade Consulting,SMB,AMER,API Enterprise,Customer Expansion,Liam Petrov,2025-10-22,2026-01-08,Closed Lost,9000.0,78,False,Chose Competitor,Prospecting,False,True
OPP-104331,Orion Logistics,Mid-Market,AMER,Platform Core,Customer Expansion,Liam Petrov,2025-10-22,2026-01-16,Closed Won,33500.0,86,False,,,True,True
OPP-104654,Vantage Logistics,Enterprise,AMER,Security Suite,Partner Referral,Zara Ito,2025-10-23,2026-02-24,Closed Won,130500.0,124,False,,,True,True
OPP-100293,Meridian Energy,SMB,EMEA,Platform Core,Partner Referral,Lena Berzins,2025-10-23,2025-11-18,Closed Lost,12000.0,26,False,No Decision / Stalled,Negotiation,False,True
OPP-105338,Lumen Manufacturing,SMB,APAC,Platform Core,Customer Expansion,Ethan Sharma,2025-10-23,2025-12-04,Closed Lost,19500.0,42,False,Chose Competitor,Prospecting,False,True
OPP-105331,Orion Technologies,Enterprise,AMER,Security Suite,Event / Conference,Noah Bianchi,2025-10-23,2026-04-09,Closed Lost,91500.0,168,False,Timing / Budget Cycle,Negotiation,False,True
OPP-104390,Pinnacle Systems,Enterprise,AMER,Platform Core,Inbound - Website,Oscar Chen,2025-10-23,2026-02-21,Closed Lost,110500.0,121,False,Chose Competitor,Prospecting,False,True
OPP-104519,Orion Technologies,SMB,AMER,Platform Core,Customer Expansion,Tomas Haas,2025-10-23,2025-12-05,Closed Lost,7500.0,43,False,Price,Proposal,False,True
OPP-105691,Atlas Systems,Enterprise,EMEA,Analytics Add-on,Partner Referral,Maya Novak,2025-10-23,2026-03-03,Closed Lost,258500.0,131,False,Price,Qualification,False,True
OPP-101164,Ironclad Analytics,Mid-Market,AMER,Analytics Add-on,Customer Expansion,Oscar Chen,2025-10-24,2025-12-25,Closed Lost,34500.0,62,False,No Decision / Stalled,Prospecting,False,True
OPP-102245,Quantum Financial,Mid-Market,EMEA,API Enterprise,Outbound - SDR,Jonas Keller,2025-10-24,2026-01-20,Closed Lost,51000.0,88,False,Chose Competitor,Proposal,False,True
OPP-100970,Sterling Robotics,Mid-Market,EMEA,Platform Core,Inbound - Website,Ruth Okafor,2025-10-24,2025-11-20,Closed Lost,96000.0,27,False,Price,Prospecting,False,True
OPP-105840,Northwind Health,SMB,EMEA,Security Suite,Event / Conference,Felix Lindqvist,2025-10-24,2026-01-10,Closed Lost,21000.0,78,False,Chose Competitor,Prospecting,False,True
OPP-104334,Summit Insurance,SMB,AMER,Platform Core,Inbound - Website,Sofia Moreau,2025-10-25,2025-12-01,Closed Won,20000.0,37,False,,,True,True
OPP-103211,Apex Systems,SMB,EMEA,Platform Core,Partner Referral,Kai Duarte,2025-10-25,2025-11-23,Closed Lost,9000.0,29,False,Missing Features,Prospecting,False,True
OPP-103989,Redwood Manufacturing,Mid-Market,EMEA,Analytics Add-on,Customer Expansion,Priya Kimura,2025-10-25,2026-02-07,Closed Lost,51000.0,105,False,Price,Prospecting,False,True
OPP-105057,Redwood Consulting,SMB,EMEA,Analytics Add-on,Customer Expansion,Kai Duarte,2025-10-25,2025-12-15,Closed Won,15500.0,51,False,,,True,True
OPP-102856,Redwood Foods,SMB,EMEA,Platform Core,Inbound - Website,Lena Berzins,2025-10-25,2025-11-30,Closed Lost,6500.0,36,False,No Decision / Stalled,Qualification,False,True
OPP-104969,Cobalt Logistics,Mid-Market,AMER,API Enterprise,Customer Expansion,Noah Bianchi,2025-10-25,2025-12-30,Closed Lost,38500.0,66,False,Chose Competitor,Qualification,False,True
OPP-104023,Cobalt Technologies,Mid-Market,AMER,Analytics Add-on,Inbound - Website,Derek Wolf,2025-10-26,2026-01-02,Closed Lost,64000.0,68,False,No Decision / Stalled,Prospecting,False,True
OPP-103058,Granite Energy,Mid-Market,AMER,Analytics Add-on,Customer Expansion,Nadia Vanags,2025-10-26,2026-01-18,Closed Won,53500.0,84,False,,,True,True
OPP-102498,Pinnacle Consulting,Enterprise,AMER,API Enterprise,Partner Referral,Tomas Haas,2025-10-26,2026-01-06,Closed Lost,153000.0,72,False,Timing / Budget Cycle,Negotiation,False,True
OPP-105039,Sterling Media,SMB,AMER,API Enterprise,Customer Expansion,Nadia Vanags,2025-10-26,2025-12-03,Closed Won,18500.0,38,False,,,True,True
OPP-104184,Orion Energy,Mid-Market,AMER,Platform Core,Partner Referral,Noah Bianchi,2025-10-26,2025-12-23,Closed Lost,63500.0,58,False,Chose Competitor,Qualification,False,True
OPP-105144,Keystone Financial,Mid-Market,EMEA,Platform Core,Outbound - SDR,Maya Novak,2025-10-26,2025-12-06,Closed Lost,66500.0,41,False,No Decision / Stalled,Prospecting,False,True
OPP-105100,Orion Systems,Mid-Market,AMER,API Enterprise,Outbound - SDR,Sofia Moreau,2025-10-26,2026-02-13,Closed Lost,43000.0,110,False,No Decision / Stalled,Qualification,False,True
OPP-103885,Cascade Manufacturing,SMB,AMER,Platform Core,Partner Referral,Noah Bianchi,2025-10-27,2025-11-15,Closed Lost,12000.0,19,False,Missing Features,Proposal,False,True
OPP-105848,Horizon Energy,SMB,AMER,Platform Core,Partner Referral,Nadia Vanags,2025-10-27,2025-11-14,Closed Won,14000.0,18,False,,,True,True
OPP-100715,Apex Health,SMB,AMER,Platform Core,Partner Referral,Tomas Haas,2025-10-27,2026-01-07,Closed Lost,8000.0,72,False,Missing Features,Prospecting,False,True
OPP-102223,Solstice Energy,Enterprise,EMEA,Platform Core,Inbound - Website,Felix Lindqvist,2025-10-27,2026-05-04,Closed Won,172500.0,189,False,,,True,True
OPP-103792,Blue Harbor Retail Group,SMB,APAC,Analytics Add-on,Customer Expansion,Ethan Sharma,2025-10-27,2025-11-20,Closed Won,13000.0,24,False,,,True,True
OPP-101697,Pinnacle Financial,Mid-Market,APAC,Platform Core,Outbound - SDR,Ethan Sharma,2025-10-27,2026-02-06,Closed Lost,53000.0,102,False,No Decision / Stalled,Qualification,False,True
OPP-103280,Redwood Technologies,Mid-Market,EMEA,Analytics Add-on,Event / Conference,Jonas Keller,2025-10-27,2026-01-22,Closed Lost,59000.0,87,False,No Decision / Stalled,Proposal,False,True
OPP-100506,Horizon Retail Group,Mid-Market,EMEA,Analytics Add-on,Outbound - SDR,Ines Osei,2025-10-28,2026-01-07,Closed Lost,44500.0,71,False,Timing / Budget Cycle,Qualification,False,True
OPP-100104,Keystone Media,Mid-Market,AMER,Analytics Add-on,Event / Conference,Sofia Moreau,2025-10-28,2026-01-14,Closed Lost,33500.0,78,False,Chose Competitor,Qualification,False,True
OPP-102261,Northwind Media,SMB,EMEA,Security Suite,Customer Expansion,Lena Berzins,2025-10-28,2025-11-24,Closed Lost,6500.0,27,False,No Decision / Stalled,Prospecting,False,True
OPP-100038,Cascade Media,SMB,EMEA,API Enterprise,Customer Expansion,Lena Berzins,2025-10-28,2026-01-24,Closed Lost,10500.0,88,False,No Decision / Stalled,Prospecting,False,True
OPP-103364,Sterling Technologies,SMB,EMEA,Platform Core,Outbound - SDR,Lena Berzins,2025-10-28,2025-11-27,Closed Lost,10000.0,30,False,Missing Features,Qualification,False,True
OPP-100638,Lumen Technologies,Enterprise,EMEA,Platform Core,Inbound - Website,Jonas Keller,2025-10-29,2025-12-27,Closed Lost,132500.0,59,False,Price,Prospecting,False,True
OPP-101209,Meridian Technologies,SMB,AMER,Analytics Add-on,Inbound - Website,Tomas Haas,2025-10-29,2025-11-26,Closed Lost,21000.0,28,False,Price,Prospecting,False,True
OPP-103924,Cobalt Analytics,SMB,AMER,Platform Core,Inbound - Website,Hana Alvarez,2025-10-30,2025-11-21,Closed Lost,12500.0,22,False,No Decision / Stalled,Proposal,False,True
OPP-104220,Atlas Health,Enterprise,EMEA,Platform Core,Event / Conference,Ruth Okafor,2025-10-30,2026-04-17,Closed Lost,134500.0,169,False,Chose Competitor,Negotiation,False,True
OPP-104713,Sterling Foods,Mid-Market,EMEA,Platform Core,Outbound - SDR,Ava Larsen,2025-10-30,2026-01-20,Closed Lost,40000.0,82,False,Chose Competitor,Prospecting,False,True
OPP-105172,Summit Robotics,Mid-Market,AMER,Platform Core,Customer Expansion,Sofia Moreau,2025-10-30,2026-01-04,Closed Lost,28500.0,66,False,Missing Features,Qualification,False,True
OPP-101890,Apex Health,SMB,AMER,Platform Core,Inbound - Website,Noah Bianchi,2025-10-30,2025-12-16,Closed Won,6500.0,47,False,,,True,True
OPP-104237,Lumen Analytics,Mid-Market,EMEA,Analytics Add-on,Partner Referral,Ruth Okafor,2025-10-30,2026-05-13,Closed Lost,30500.0,195,False,Price,Prospecting,False,True
OPP-104659,Sterling Logistics,SMB,EMEA,API Enterprise,Inbound - Website,Ines Osei,2025-10-30,2025-11-28,Closed Lost,9500.0,29,False,Price,Qualification,False,True
OPP-105610,Orion Technologies,Enterprise,EMEA,Platform Core,Customer Expansion,Lena Berzins,2025-10-31,2026-03-27,Closed Lost,44500.0,147,False,No Decision / Stalled,Qualification,False,True
OPP-103881,Orion Analytics,Mid-Market,EMEA,Analytics Add-on,Inbound - Website,Felix Lindqvist,2025-11-01,2026-03-25,Closed Lost,52000.0,144,False,Chose Competitor,Qualification,False,True
OPP-105225,Quantum Media,SMB,APAC,Analytics Add-on,Inbound - Website,Ethan Sharma,2025-11-01,2025-12-27,Closed Lost,17000.0,56,False,Price,Prospecting,False,True
OPP-102053,Cascade Financial,SMB,AMER,Security Suite,Partner Referral,Noah Bianchi,2025-11-01,2025-12-09,Closed Won,16500.0,38,False,,,True,True
OPP-105988,Pinnacle Health,SMB,EMEA,Analytics Add-on,Partner Referral,Felix Lindqvist,2025-11-01,2025-11-30,Closed Won,5500.0,29,False,,,True,True
OPP-103747,Pinnacle Media,SMB,EMEA,Analytics Add-on,Partner Referral,Jonas Keller,2025-11-01,2025-12-18,Closed Won,14000.0,47,False,,,True,True
OPP-104264,Northwind Energy,Enterprise,AMER,Analytics Add-on,Outbound - SDR,Liam Petrov,2025-11-02,2026-02-07,Closed Lost,141000.0,97,False,Price,Proposal,False,True
OPP-103255,Vantage Technologies,SMB,AMER,API Enterprise,Customer Expansion,Noah Bianchi,2025-11-02,2025-12-21,Closed Won,12500.0,49,False,,,True,True
OPP-104105,Granite Consulting,SMB,AMER,Platform Core,Event / Conference,Hana Alvarez,2025-11-02,2025-12-10,Closed Won,7000.0,38,False,,,True,True
OPP-103405,Summit Manufacturing,Mid-Market,EMEA,API Enterprise,Partner Referral,Kai Duarte,2025-11-02,2025-12-23,Closed Won,35500.0,51,False,,,True,True
OPP-104860,Northwind Foods,Mid-Market,EMEA,API Enterprise,Outbound - SDR,Ines Osei,2025-11-02,2025-12-30,Closed Lost,43500.0,58,False,No Decision / Stalled,Negotiation,False,True
OPP-104841,Pacific Systems,Mid-Market,EMEA,Platform Core,Event / Conference,Kai Duarte,2025-11-02,2026-02-09,Closed Lost,56000.0,99,False,Price,Prospecting,False,True
OPP-104297,Meridian Health,SMB,APAC,API Enterprise,Inbound - Website,Ethan Sharma,2025-11-02,2025-12-15,Closed Won,7500.0,43,False,,,True,True
OPP-101740,Cascade Logistics,Mid-Market,AMER,Platform Core,Partner Referral,Oscar Chen,2025-11-02,2026-01-25,Closed Lost,77500.0,84,False,Chose Competitor,Qualification,False,True
OPP-101861,Granite Robotics,Enterprise,EMEA,Analytics Add-on,Inbound - Website,Priya Kimura,2025-11-02,2026-01-04,Closed Lost,94000.0,63,False,Chose Competitor,Qualification,False,True
OPP-104718,Granite Health,SMB,AMER,Analytics Add-on,Inbound - Website,Derek Wolf,2025-11-03,2025-12-13,Closed Won,15000.0,40,False,,,True,True
OPP-104157,Cascade Retail Group,Mid-Market,EMEA,Platform Core,Customer Expansion,Priya Kimura,2025-11-03,2026-02-07,Closed Lost,51000.0,96,False,Price,Qualification,False,True
OPP-100878,Redwood Consulting,Enterprise,EMEA,Analytics Add-on,Customer Expansion,Ava Larsen,2025-11-03,2026-02-11,Closed Lost,75000.0,100,False,No Decision / Stalled,Negotiation,False,True
OPP-105661,Atlas Analytics,SMB,AMER,Platform Core,Inbound - Website,Hana Alvarez,2025-11-03,2026-01-08,Closed Won,23000.0,66,False,,,True,True
OPP-103854,Granite Retail Group,SMB,AMER,Analytics Add-on,Outbound - SDR,Zara Ito,2025-11-03,2025-11-23,Closed Lost,29000.0,20,False,Price,Prospecting,False,True
OPP-100436,Orion Health,Mid-Market,AMER,Platform Core,Inbound - Website,Hana Alvarez,2025-11-03,2026-01-02,Closed Won,49500.0,60,False,,,True,True
OPP-101208,Meridian Manufacturing,SMB,AMER,Security Suite,Inbound - Website,Tomas Haas,2025-11-03,2025-12-02,Closed Won,7500.0,29,False,,,True,True
OPP-105480,Blue Harbor Energy,Mid-Market,APAC,Security Suite,Event / Conference,Marco Silva,2025-11-04,2026-01-26,Closed Lost,51500.0,83,False,Chose Competitor,Negotiation,False,True
OPP-101984,Redwood Logistics,Mid-Market,EMEA,Analytics Add-on,Event / Conference,Priya Kimura,2025-11-04,2026-01-30,Closed Lost,70500.0,87,False,Chose Competitor,Negotiation,False,True
OPP-104722,Falcon Energy,SMB,EMEA,Analytics Add-on,Customer Expansion,Ines Osei,2025-11-04,2025-12-12,Closed Lost,13000.0,38,False,Missing Features,Prospecting,False,True
OPP-100005,Vantage Technologies,SMB,EMEA,Platform Core,Customer Expansion,Ines Osei,2025-11-04,2025-12-30,Closed Lost,19500.0,56,False,No Decision / Stalled,Proposal,False,True
OPP-103193,Atlas Health,SMB,EMEA,Platform Core,Outbound - SDR,Maya Novak,2025-11-04,2025-12-23,Closed Lost,10500.0,49,False,Price,Qualification,False,True
OPP-105201,Granite Energy,SMB,EMEA,Platform Core,Event / Conference,Felix Lindqvist,2025-11-04,2025-12-29,Closed Lost,11000.0,55,False,No Decision / Stalled,Qualification,False,True
OPP-101868,Ironclad Foods,SMB,AMER,Security Suite,Outbound - SDR,Hana Alvarez,2025-11-05,2025-11-28,Closed Lost,27500.0,23,False,Chose Competitor,Prospecting,False,True
OPP-105786,Nimbus Robotics,Mid-Market,APAC,Analytics Add-on,Event / Conference,Marco Silva,2025-11-05,2026-01-30,Closed Won,71000.0,86,False,,,True,True
OPP-100775,Falcon Media,Mid-Market,AMER,Analytics Add-on,Partner Referral,Sofia Moreau,2025-11-05,2026-02-19,Closed Won,84500.0,106,False,,,True,True
OPP-103433,Nimbus Systems,SMB,EMEA,Security Suite,Customer Expansion,Kai Duarte,2025-11-05,2026-01-10,Closed Won,9500.0,66,False,,,True,True
OPP-103538,Cascade Technologies,SMB,AMER,Platform Core,Inbound - Website,Noah Bianchi,2025-11-05,2025-12-08,Closed Lost,16000.0,33,False,Chose Competitor,Qualification,False,True
OPP-105725,Vertex Logistics,Mid-Market,EMEA,Platform Core,Outbound - SDR,Ava Larsen,2025-11-05,2026-04-08,Closed Lost,84500.0,154,False,No Decision / Stalled,Prospecting,False,True
OPP-105912,Falcon Logistics,SMB,EMEA,Analytics Add-on,Outbound - SDR,Kai Duarte,2025-11-05,2025-12-20,Closed Lost,14000.0,45,False,Price,Proposal,False,True
OPP-105769,Vertex Financial,Mid-Market,AMER,API Enterprise,Inbound - Website,Liam Petrov,2025-11-06,2026-01-10,Closed Lost,63000.0,65,False,Missing Features,Prospecting,False,True
OPP-104177,Blue Harbor Systems,SMB,EMEA,API Enterprise,Event / Conference,Ines Osei,2025-11-06,2025-12-01,Closed Won,5500.0,25,False,,,True,True
OPP-103825,Apex Foods,Enterprise,EMEA,Analytics Add-on,Customer Expansion,Lena Berzins,2025-11-06,2026-03-17,Closed Lost,175000.0,131,False,Chose Competitor,Negotiation,False,True
OPP-102994,Blue Harbor Manufacturing,Mid-Market,APAC,Analytics Add-on,Outbound - SDR,Marco Silva,2025-11-06,2026-01-31,Closed Lost,154000.0,86,False,Timing / Budget Cycle,Negotiation,False,True
OPP-104473,Atlas Retail Group,SMB,EMEA,Platform Core,Event / Conference,Ruth Okafor,2025-11-06,2025-11-27,Closed Lost,24000.0,21,False,Missing Features,Prospecting,False,True
OPP-105138,Blue Harbor Consulting,SMB,EMEA,Platform Core,Outbound - SDR,Kai Duarte,2025-11-06,2026-01-02,Closed Lost,14000.0,57,False,Missing Features,Proposal,False,True
OPP-103696,Blue Harbor Systems,Mid-Market,AMER,Platform Core,Inbound - Website,Oscar Chen,2025-11-06,2026-01-12,Closed Lost,37500.0,67,False,Price,Prospecting,False,True
OPP-101784,Ironclad Robotics,SMB,AMER,Security Suite,Customer Expansion,Sofia Moreau,2025-11-06,2025-12-12,Closed Lost,12500.0,36,False,Missing Features,Prospecting,False,True
OPP-104396,Cascade Health,Mid-Market,EMEA,Analytics Add-on,Partner Referral,Lena Berzins,2025-11-07,2025-12-15,Closed Lost,52000.0,38,False,Chose Competitor,Qualification,False,True
OPP-104206,Pacific Insurance,Mid-Market,AMER,Platform Core,Partner Referral,Tomas Haas,2025-11-07,2026-01-25,Closed Lost,34500.0,79,False,No Decision / Stalled,Proposal,False,True
OPP-103338,Vertex Insurance,Enterprise,AMER,Platform Core,Outbound - SDR,Oscar Chen,2025-11-07,2026-01-14,Closed Lost,306000.0,68,False,Price,Qualification,False,True
OPP-104677,Horizon Manufacturing,Mid-Market,AMER,Platform Core,Inbound - Website,Hana Alvarez,2025-11-07,2026-02-16,Closed Lost,44000.0,101,False,Missing Features,Qualification,False,True
OPP-101232,Ironclad Consulting,Mid-Market,EMEA,Platform Core,Inbound - Website,Lena Berzins,2025-11-07,2026-03-18,Closed Lost,47500.0,131,False,No Decision / Stalled,Prospecting,False,True
OPP-101016,Summit Energy,SMB,APAC,Security Suite,Outbound - SDR,Ethan Sharma,2025-11-07,2026-01-14,Closed Lost,18500.0,68,False,Timing / Budget Cycle,Prospecting,False,True
OPP-103079,Summit Analytics,SMB,AMER,Security Suite,Inbound - Website,Nadia Vanags,2025-11-07,2025-12-06,Closed Won,9000.0,29,False,,,True,True
OPP-104902,Meridian Financial,SMB,EMEA,Analytics Add-on,Outbound - SDR,Ava Larsen,2025-11-07,2025-12-06,Closed Lost,21000.0,29,False,Price,Negotiation,False,True
OPP-102621,Northwind Energy,SMB,EMEA,Security Suite,Outbound - SDR,Jonas Keller,2025-11-07,2025-12-18,Closed Lost,17500.0,41,False,Chose Competitor,Qualification,False,True
OPP-100849,Redwood Foods,SMB,AMER,Platform Core,Partner Referral,Oscar Chen,2025-11-07,2025-11-26,Closed Won,15000.0,19,False,,,True,True
OPP-104104,Cobalt Manufacturing,SMB,APAC,Analytics Add-on,Partner Referral,Ethan Sharma,2025-11-07,2025-12-18,Closed Lost,13500.0,41,False,Chose Competitor,Prospecting,False,True
OPP-100203,Pinnacle Health,Mid-Market,AMER,Platform Core,Customer Expansion,Sofia Moreau,2025-11-07,2026-01-10,Closed Lost,30500.0,64,False,Chose Competitor,Negotiation,False,True
OPP-105131,Atlas Robotics,SMB,AMER,Platform Core,Outbound - SDR,Liam Petrov,2025-11-08,2025-12-17,Closed Won,6500.0,39,False,,,True,True
OPP-105210,Pacific Foods,Enterprise,EMEA,API Enterprise,Event / Conference,Ines Osei,2025-11-08,2026-05-09,Closed Lost,144000.0,182,False,Chose Competitor,Negotiation,False,True
OPP-104671,Keystone Foods,Mid-Market,EMEA,Platform Core,Inbound - Website,Lena Berzins,2025-11-08,2026-02-17,Closed Lost,72000.0,101,False,Chose Competitor,Negotiation,False,True
OPP-100346,Cascade Financial,Enterprise,AMER,Platform Core,Event / Conference,Liam Petrov,2025-11-08,2026-08-09,Negotiation,169000.0,253,True,,,False,False
OPP-101093,Quantum Manufacturing,Mid-Market,AMER,Platform Core,Outbound - SDR,Noah Bianchi,2025-11-08,2026-03-09,Closed Won,73500.0,121,False,,,True,True
OPP-103222,Orion Health,SMB,EMEA,Analytics Add-on,Partner Referral,Ruth Okafor,2025-11-09,2025-12-17,Closed Lost,11000.0,38,False,No Decision / Stalled,Proposal,False,True
OPP-103875,Pacific Manufacturing,Mid-Market,AMER,Platform Core,Customer Expansion,Noah Bianchi,2025-11-09,2026-01-15,Closed Lost,46500.0,67,False,Price,Prospecting,False,True
OPP-102610,Cascade Analytics,Enterprise,EMEA,Platform Core,Outbound - SDR,Kai Duarte,2025-11-10,2026-02-14,Closed Lost,242500.0,96,False,Chose Competitor,Prospecting,False,True
OPP-103120,Summit Financial,SMB,EMEA,Analytics Add-on,Customer Expansion,Maya Novak,2025-11-10,2025-12-11,Closed Won,13500.0,31,False,,,True,True
OPP-101092,Falcon Retail Group,SMB,AMER,API Enterprise,Inbound - Website,Derek Wolf,2025-11-10,2025-12-31,Closed Won,16000.0,51,False,,,True,True
OPP-105827,Cobalt Insurance,SMB,AMER,Security Suite,Inbound - Website,Noah Bianchi,2025-11-10,2025-11-29,Closed Won,12500.0,19,False,,,True,True
OPP-101660,Meridian Analytics,SMB,AMER,Platform Core,Outbound - SDR,Tomas Haas,2025-11-10,2026-02-09,Closed Lost,29500.0,91,False,Missing Features,Prospecting,False,True
OPP-102019,Meridian Robotics,Mid-Market,AMER,Platform Core,Customer Expansion,Liam Petrov,2025-11-10,2026-03-20,Closed Lost,122500.0,130,False,No Decision / Stalled,Qualification,False,True
OPP-103141,Granite Energy,SMB,AMER,Analytics Add-on,Event / Conference,Oscar Chen,2025-11-11,2025-12-05,Closed Lost,13500.0,24,False,Chose Competitor,Prospecting,False,True
OPP-105194,Summit Foods,SMB,EMEA,Platform Core,Outbound - SDR,Maya Novak,2025-11-11,2025-12-15,Closed Lost,17000.0,34,False,No Decision / Stalled,Prospecting,False,True
OPP-104495,Cascade Foods,SMB,APAC,API Enterprise,Inbound - Website,Marco Silva,2025-11-11,2025-12-27,Closed Lost,7000.0,46,False,No Decision / Stalled,Prospecting,False,True
OPP-103586,Lumen Energy,Mid-Market,AMER,Platform Core,Outbound - SDR,Oscar Chen,2025-11-11,2026-03-04,Closed Won,30500.0,113,False,,,True,True
OPP-103014,Falcon Analytics,Mid-Market,EMEA,Platform Core,Inbound - Website,Jonas Keller,2025-11-11,2026-01-13,Closed Lost,47500.0,63,False,No Decision / Stalled,Prospecting,False,True
OPP-103709,Summit Systems,SMB,APAC,Platform Core,Event / Conference,Marco Silva,2025-11-11,2026-01-17,Closed Lost,11500.0,67,False,Chose Competitor,Prospecting,False,True
OPP-101317,Quantum Analytics,SMB,AMER,Analytics Add-on,Customer Expansion,Derek Wolf,2025-11-11,2026-01-02,Closed Lost,13000.0,52,False,No Decision / Stalled,Prospecting,False,True
OPP-103247,Pacific Logistics,SMB,EMEA,Analytics Add-on,Event / Conference,Ines Osei,2025-11-11,2026-01-27,Closed Lost,12000.0,77,False,Timing / Budget Cycle,Qualification,False,True
OPP-104761,Keystone Logistics,Enterprise,AMER,Platform Core,Inbound - Website,Liam Petrov,2025-11-12,2026-01-07,Closed Lost,265000.0,56,False,Price,Prospecting,False,True
